Name/Title,Phone,Web/Link,Email,Physical Address,Information/Details,Tags
Pikes Peak Veterans Council Meeting,719-235-1058,,,,"Last Wednesday of the month at 1830, DAV 26 building, 6880 Palmer Park Blvd all veteran organizations welcome",Veterans
Pikes Peak Workforce Center,719-667-3700,https://ppwfc.org/,,"1675 Garden of the Gods Rd, Colorado Springs, CO, 80907 1049 N Academy Blvd 80909",Employment assistance,Employment
Pillar Institute for Lifelong Learning,719-633-4991,https://www.pillarinstitute.org/,,"6385 Corporate Dr, Ste 200, Colorado Springs CO",Free classes for lifelong learning,Education
Pinewood,,https://rentpinewood.com/,,"3105 E Dale St C/S, CO 80909",719-596-2156 Fax 719-596-3732 | Policy — Sex Offenses: Yes,Housing; Housing-Felon-Friendly
Pinewood Apartments $975-$1350,719-596-2156 F 719-596-3732,https://rentpinewood.com/,,"3105 E Dale St, C/S, CO 80909",Accepts SOs,Housing
"Place, The (Youth Shelter)",719-630-3223 719-205-7129,https://coloradosprings.gov/fire-department/page/community-and-public-health-cares,,"423 East Cucharras St, Colorado Springs, CO, 80903","Youth Shelter, offers rapid re-housing services, Street Outreach HUD",Medical; Youth-and-Family
Planned Parenthood,719-475-7162,https://www.plannedparenthood.org/planned-parenthood-rocky-mountains,,3480 Centennial Blvd. 80907,"women's health care, men's health care, general health care, birth control, pregnancy (testing and services), HIV and STD testing, might offer financial assistance for Urinalysis",Benefits; Medical; Youth-and-Family
Planned Pethood,303-433-3291,,,11825 US Hwy 285 80433,"Cheap vet, worth the drive",Transportation
Play Date Behavioral Interventions,719-465-3989 respite: 719-439-4155,myplaydate.org,,6050 Erin Park Dr C/S CO 80918    info@myplaydate.org,"Play­Date Behavioral Interventions is a nonprofit organization providing a full spec­trum of applied behavioral interventions to chil­dren with disabilities, including Applied Behavior Analysis (ABA) Therapy, Community Connector, Pediatric Personal Care (PPC), Educational Placement and Respite Care.",Education; LGBTQ
Polygamy Survivors,,holdingouthelp.org,,,For those that have survived polygamy,Elderly
Porchlight,720-853-8850,https://www.porchlightfjc.org/,,"Lakewood, CO","Legal advocacy, resources, & referrals",Legal
"Precious Child, A",303-466-4272,apreciouschild.org,,"7051 W 118th ave, Broomfield CO 80020","A Precious Child assists children and families facing difficult life challenges such as abuse and neglect, crisis situations and poverty. We work with more than 500 Agency Partners throughout eight counties, including Adams, Arapahoe, Boulder, Broomfield, Denver, Douglas Jefferson and Weld to identify children and families in the most need of our services.",Youth-and-Family
Prism Community Collective,,https://cosprismcollective.org/,,"711 S Tejon St, Colorado Springs, CO 80903","LGBTQIAKPN Community Center, resources: mental and physical health database; peer support; resources and resource navigation",LGBTQ; Medical; Unknown
Prison Reentry Resource Packet,,https://www.justice.gov/archive/fbci/docs/fed-prisoner-reentry-resources.pdf,,,,Legal
Prison Rights via ACLU,212-549-2500,https://www.aclu.org/issues/prisoners-rights,,"125 Broad St, 18th Fl, NY, NY 10004",Prison reform advocates-tell your story,Legal
Probation,719-452-5900,,,270 S Tejon St 80903,probationy reasons,Legal
ProDrivers,303-344-0525,prodrivers.com,,"5855 E Stapleton Dr Unit N, Denver CO 80216",Commercial Driving,Transportation
Programs-Services,,https://www.bia.gov/programs-services,,,"List of more possible resources, best used by the Native American individual themselves",Native-Indigenous
Project Angel Heart,719-323-0084,http://www.projectangelheart.org/,,1625 W Uintah St #1 80904,Non-profit that provides medically tailored meals to the homes of individuals suffering from major medical conditions.,Medical
Project Cope,,https://projectcopecs.org/,,,The only local program that helps pay utility bills year around,Employment
Project Detour,719-473-5557,https://homewardpp.org/what-we-do/housing/sober-homes/,,2010 E Bijou St 80909,"Female sober living house, exiting incarceration, po, or DHS, 14 days of clean ua before entry",Housing; Transportation
project Diakonia,888-757-9675,https://projectdiakonia.org/,,3595 E Fountain Blvd 80910,"Job retention, adult basic education, employability services, vocational rehab, on-the-job-training, vocational training, case menagement, supportive services, meets minimum employment requirements for DHS to reinstate food stamps/etc",Education; Employment; Food
Project Healing Waters,,projecthealingwaters.org,,"605 S Park Ave, Colorado 80424","Veteran run helping veterans heal through talk and fishinng, camaraderie, connections",Veterans
Project Hope of Gunnison Valley,970-275-1193,https://www.hope4gv.org/,,"Gunnison, CO","24/7 crisis line, emergency shelter, resources, transportation, advocacy, financial assistance, legal aid, housing, counseling, support groups",Benefits; Legal; Rural; Transportation
Project Safeguard,720-618-3482,https://psghelps.org/,,"Denver, CO",Legal advocacy assistance,Legal
Protect the Game,970-231-3672,https://www.protectthegame.org/,,info@protectthegame.org,Giving vets a job by training them to umpire youth sports and creating more certified employees for sporting event authorities,Education; Employment; Youth-and-Family
Providers Resource Clearing house,303-962-2270,https://carshelpingcharities.org/cobrand/providers-resource-clearinghouse/,,"14500 E 33rd Pl, Aurora, CO","For veterans, furniture, dishes, bedding, lamps, hygiene, beds, rugs – contact Veteran Representative at Volunteers of America.",Veterans
Public Defenders,719-475-1235 fax: 719-475-1476,https://www.coloradodefenders.us/offices/colorado-springs/,,"30 E Pikes Peak Ave, Ste 200, C/S, CO, 80903",Public defenders office,Legal
Public Utilities Commission Bills Program,303-869-0380,https://puc.colorado.gov/utilitybillhelp?utm_medium=email&utm_source=govdelivery,,dora_utility_bill_help@state.co.us,"Excel energy/black hills energy/atmos energy/CO natural gas customer who are receiving any kind of benefits may qualify for: pilot Utility Bill Help program (UBH), a utility energy assistance program for income qualified consumers. The UBH program helps Coloradans access resources to manage winter heating expenses.",Benefits; Medical; Rural
Pueblo Works,719-922-1627,commwrks.org/pueblo-works,,"525 N Santa Fe Ave, Pueblo, 81003","complete their job seeker workshop are matched with an employment coach who provides individualized job search assistance to include resume preparation, e-mail setup if needed, interview coaching, job leads, and community referrals for housing, transportation, healthcare, counseling, childcare, food and other support services. In addition, they provide life skills assistance to help address other issues related to success--financial management, time management, conflict resolution, anger management, parenting, reconciliation, and interpersonal communication skills. Call or email through the website link to get started. PuebloWorks is also able to provide free Lifeline phones.",Benefits; Employment; Food; Medical; Transportation; Youth-and-Family
Purple Heart Foundation,703-256-6139,https://purpleheartfoundation.org/,,PO Box 49 VA 22003,"car/vehicle for veterans, food, billsrent, mortgage",Food; Transportation; Veterans
Purple Mountain Recovery Inc,719-445-0621,https://www.purplemountainrecovery.org/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=17110383456569061474,,"3225 Austin Bluffs Pkwy # 100, Colorado Springs, CO 80918",Mental Health & DUI services     DO NOT RECOMMEND,Medical; Unknown
Purple Star Schools,303-866-6600,,grants@cde.state.co.us,"Division of School Finance, Office of Grants Program Administration, 1525 Sherman St, Denver CO 80203",,Benefits; Education; Youth-and-Family
Q Link Wireless,855-754-6543,https://qlinkwireless.com/?srsltid=AfmBOop0ls0wMJ0UZiGxtVAIs7aAAym5a457CiTIhHISAm7FGMuC-oBI,,,Government phone medicaid phone,Benefits; Medical; Veterans
QMAP State Approved Instructors,,https://docs.google.com/document/d/1LdZr12VPRO833LgA7AYVF8LEAn_PsKUBlfiY-xCn2Wo/pub,,,List of state approved QMAP teachers for medication/medical work,Medical
Queer Asterisk,720-507-6161,https://queerasterisk.com/,,"1575 Franklin St, Denver CO, 80218","Counseling LGBTQIAKPN Educational training for community providers to help the comm be welcoming; art therapy, workshops, queer convo groups",Education; LGBTQ
Queer Futures Colorado,,queerfuturesco.org,,480 Rollingstone Dr Steamboat Springs CO 80487,Resource database for LGBTQIAKPN,LGBTQ
R.R Donnelley,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Rachel Schiller,421,Family assistance program that connects healthy families with resources to help them flourish; juvenile Detention screening; Detention services for juveniles; Individualized Planning Session; Minority Family Advocacy; HiFi Wraparound; Family Support Partners,,,,Medical; Youth-and-Family
Radisson,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Raleigh House,720-891-4657,https://www.theraleighhouse.com/,,"4401 S Quebec St, Denver CO 80237","Sober Living in Denver, Equine therapy, art therapy, indoor rock-climbing wall, horticulture and gardening, meditative yoga, 1-mile walk/run path around ranch",Medical; Transportation
Rape Abuse and Incest National Network,800-656-HOPE,,,"More than 1,100 trained volunteers are on duty and available to help victims at RAINN-affiliated crisis centers across the country",,Education; Rural; Veterans
Rat Race Rebellion,,https://ratracerebellion.com/,,,Work from home jobs,Employment
Re-entry coordinator for Boulder's DA Office,303-441-1708,,,"1777 6th St, Boulder, CO 80302","If you have a case with the Boulder DA's office, Deb Smith will help you navigate resources. This is an innovative program for a district attorney's office to provide, so just because it's inside a DA's office, don't be afraid to reach out to get help. Deb can help you navigate resources like housing, treatment, and more. She can also help you navigate the system. Call the number below or email Deb at dsmith@bouldercounty.org to set up an appointment.",Medical; Veterans
Re-entry for Parolees Contact Info,,,,,,Legal
Reach Pikes Peak/Pikes Peak Community Action Agency-Family Connections Catholic Charities,719-476-1656,,,917 E Moreno Ave,"PERMANENTLY CLOSED Financial assistance, help with taxes, Transition to Independence, rent, utilities,",Benefits; Youth-and-Family
Reachout,800-448-3000,,,,"TSite where teens and young aduts can find the information they need, reach out, tell their stories, and voice their opinions ""without fear of being judged or being different.""",Youth-and-Family
